_id,_pct_missed,_judgments,_hidden,_contention,_pct_contested,_gold_pool,_are_these_two_sounds_similar,are_these_two_sounds_similar_gold,are_these_two_sounds_similar_gold_reason,query_id,result_id,query-preview-lq-ogg,query-preview-lq-mp3,result-preview-lq-ogg,result-preview-lq-mp3
954352656,0.00,47,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,5560, 325462-319346, https://www.freesound.org/data/previews/5/5560_8043-lq.ogg, https://www.freesound.org/data/previews/5/5560_8043-lq.mp3, https://www.freesound.org/data/previews/319/319346_3625175-lq.ogg, https://www.freesound.org/data/previews/319/319346_3625175-lq.mp3
954352670,0.03,37,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,264498, 110011-62216, https://www.freesound.org/data/previews/264/264498_4019029-lq.ogg, https://www.freesound.org/data/previews/264/264498_4019029-lq.mp3, https://www.freesound.org/data/previews/62/62216_614053-lq.ogg, https://www.freesound.org/data/previews/62/62216_614053-lq.mp3
954352691,0.00,36,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,337791, 110011-156643, https://www.freesound.org/data/previews/337/337791_5994209-lq.ogg, https://www.freesound.org/data/previews/337/337791_5994209-lq.mp3, https://www.freesound.org/data/previews/156/156643_2792951-lq.ogg, https://www.freesound.org/data/previews/156/156643_2792951-lq.mp3
954352710,0.00,40,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,240015, 50802-170989, https://www.freesound.org/data/previews/240/240015_2297991-lq.ogg, https://www.freesound.org/data/previews/240/240015_2297991-lq.mp3, https://www.freesound.org/data/previews/170/170989_2694940-lq.ogg, https://www.freesound.org/data/previews/170/170989_2694940-lq.mp3
954355952,0.00,40,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,2155, 325462-7285, https://www.freesound.org/data/previews/2/2155_1198-lq.ogg, https://www.freesound.org/data/previews/2/2155_1198-lq.mp3, https://www.freesound.org/data/previews/7/7285_12368-lq.ogg, https://www.freesound.org/data/previews/7/7285_12368-lq.mp3
954357409,0.00,37,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,337791, 240015-216994, https://www.freesound.org/data/previews/337/337791_5994209-lq.ogg, https://www.freesound.org/data/previews/337/337791_5994209-lq.mp3, https://www.freesound.org/data/previews/216/216994_32926-lq.ogg, https://www.freesound.org/data/previews/216/216994_32926-lq.mp3
954357429,0.00,35,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,22362, 325462-19158, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/19/19158_76085-lq.ogg, https://www.freesound.org/data/previews/19/19158_76085-lq.mp3
954357443,0.11,44,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,264498, 82402-42909, https://www.freesound.org/data/previews/264/264498_4019029-lq.ogg, https://www.freesound.org/data/previews/264/264498_4019029-lq.mp3, https://www.freesound.org/data/previews/42/42909_92661-lq.ogg, https://www.freesound.org/data/previews/42/42909_92661-lq.mp3
954357460,0.00,45,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,240015, 337791-326441, https://www.freesound.org/data/previews/240/240015_2297991-lq.ogg, https://www.freesound.org/data/previews/240/240015_2297991-lq.mp3, https://www.freesound.org/data/previews/326/326441_4415905-lq.ogg, https://www.freesound.org/data/previews/326/326441_4415905-lq.mp3
954357588,0.00,30,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,5560, 110011-169206, https://www.freesound.org/data/previews/5/5560_8043-lq.ogg, https://www.freesound.org/data/previews/5/5560_8043-lq.mp3, https://www.freesound.org/data/previews/169/169206_1587259-lq.ogg, https://www.freesound.org/data/previews/169/169206_1587259-lq.mp3
954357697,0.03,39,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,22362, 2155-321444, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/321/321444_5437135-lq.ogg, https://www.freesound.org/data/previews/321/321444_5437135-lq.mp3
954360623,0.00,43,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,5560, 240015-334805, https://www.freesound.org/data/previews/5/5560_8043-lq.ogg, https://www.freesound.org/data/previews/5/5560_8043-lq.mp3, https://www.freesound.org/data/previews/334/334805_3768893-lq.ogg, https://www.freesound.org/data/previews/334/334805_3768893-lq.mp3
